Beam_Type,beam_width,beam_height,beam_length,flange_width,flange_height,web_thickness,concrete_compressive_strength,concrete_modulus_of_elasticity,yield_strength_of_reinforcement,prestressing_strength,steel_modulus_of_elasticity,area_of_steel_reinforcement,area_of_prime_reinforcement,area_of_prestressing_reinforcement,number_of_strands,axial_load,bond_condition,Cracking Load,Ultimate Moment,Ultimate Load,Axial Displacement
Prestressed T-Beam,551,1019,6109,551,0,282,29,25310.27459,474,1798,200000,4834,904,596,3,0.7501256,U,359.4560151,1323.479322,2021.283794,21.0504948
Rectangular PC,557,463,4323,557,0,228,36,28200,456,1731,200000,4785,349,646,3,0.7827582,B,83.5824731,699.5417846,756.0297837,23.77931399
Prestressed T-Beam,204,780,5226,204,0,322,34,27405.47391,464,1691,200000,2805,996,525,8,0.6214425,U,84.43171696,614.7670966,803.1932118,9.437420585
Prestressed T-Beam,285,383,6680,1233,0,293,49,32900,446,1631,200000,1605,893,515,4,0.5879755,B,34.14186475,128.7412662,214.9979145,10.23334402
Rectangular PC,374,376,3891,374,0,261,30,25742.9602,479,1856,200000,692,658,960,2,1.247232,B,33.787395,104.3121528,101.4696466,13.47764647
Prestressed T-Beam,489,972,8588,1359,277,294,27,24421.91639,433,1635,200000,3936,574,273,6,0.3124485,U,280.0722373,669.6245142,1437.683832,12.66333108
Rectangular RC,392,816,4305,392,136,336,27,24421.91639,444,1881,200000,897,699,379,5,0.4990293,U,158.2322692,274.3433347,295.262014,10.96176396
Prestressed T-Beam,510,784,9893,510,0,269,26,23965.39171,431,1804,200000,1295,434,193,7,0.2437204,U,186.4815048,159.4918716,394.4632715,10.84773273
Prestressed T-Beam,318,889,8283,1335,0,333,39,29351.49059,443,1749,200000,3436,328,428,2,0.5240004,U,183.1090186,561.8172263,1163.383021,23.26120345
Rectangular RC,417,902,7548,417,0,250,31,26168.49251,496,1738,200000,4015,132,994,5,1.2093004,B,220.3823281,800.8825874,1511.265442,8.6180099
Rectangular RC,313,898,7192,1322,0,256,40,29725.41001,410,1880,200000,3015,399,787,5,1.035692,B,186.2403573,541.3629971,973.3706687,22.4878508
Rectangular PC,344,1081,9452,344,0,228,47,32221.57662,435,1772,200000,4885,473,878,3,1.0890712,B,321.5181906,855.3745574,2021.250079,15.19864615
Rectangular RC,225,403,3261,596,282,312,47,32221.57662,412,1763,200000,666,902,249,8,0.3072909,B,29.22727521,112.8320506,91.98632927,23.53819728
Prestressed T-Beam,335,751,5340,826,293,157,46,31876.95092,456,1701,200000,759,513,968,7,1.1525976,U,149.5031649,177.6637155,237.1810602,5.357117191
Rectangular RC,502,786,4793,502,0,248,49,32900,483,1889,200000,1246,845,314,9,0.4152022,B,253.2757668,361.1702333,432.772232,9.439710105
Prestressed T-Beam,431,638,5296,1493,0,210,35,27805.57498,424,1887,200000,3252,158,576,6,0.7608384,U,121.0875353,553.7597426,733.1778992,14.9780159
Prestressed T-Beam,568,986,5292,568,0,249,35,27805.57498,469,1701,200000,4768,341,220,5,0.261954,B,381.1386377,1466.003263,1939.522317,7.829546033
Rectangular PC,275,865,9394,275,0,176,29,25310.27459,436,1752,200000,4911,416,451,5,0.5531064,B,129.2738543,596.7865385,1401.553186,9.300587357
Rectangular PC,527,1199,5170,527,110,355,41,30094.68392,489,1720,200000,2947,551,925,6,1.1137,B,565.9625562,1234.556612,1595.66442,14.48451673
Prestressed T-Beam,544,777,3324,544,0,268,41,30094.68392,403,1656,200000,4707,126,207,1,0.2399544,B,245.3463804,1539.613879,1279.419134,20.35488868
Rectangular RC,501,1022,3985,832,0,364,26,23965.39171,425,1706,200000,2322,698,301,7,0.3594542,B,311.2955992,916.2081649,912.7723843,20.70584495
Prestressed T-Beam,488,906,9644,488,102,169,23,22540.40816,481,1838,200000,1146,734,782,2,1.0061212,U,224.123257,188.5304856,454.5470009,17.31150871
Prestressed T-Beam,200,522,7782,918,0,206,43,30819.96106,412,1620,200000,4586,850,467,3,0.529578,B,41.69193184,330.457709,642.9054729,23.18027641
Rectangular PC,346,308,6852,1440,0,347,21,21538.10577,471,1672,200000,1830,389,489,5,0.5723256,U,17.5482563,93.44897506,160.0780943,17.58818978
Rectangular PC,486,352,4739,486,173,365,28,24870.06232,450,1620,200000,1912,429,824,8,0.934416,B,37.17469393,190.4952435,225.6892398,5.476396503
Rectangular PC,341,376,4860,1233,0,172,34,27405.47391,446,1897,200000,1308,807,262,9,0.3479098,U,32.79565559,141.1136631,171.4531007,15.35956573
Rectangular PC,252,1017,6137,1375,113,249,41,30094.68392,432,1610,200000,2103,766,998,9,1.124746,U,194.7068204,540.4944467,829.2536048,24.35179409
Rectangular PC,503,802,6898,503,0,353,33,26999.44444,479,1657,200000,3325,170,696,1,0.8072904,B,216.8305549,640.07968,1103.817408,18.12267992
Prestressed T-Beam,268,615,3835,268,0,279,31,26168.49251,441,1839,200000,3380,877,823,2,1.0594479,U,65.84346267,710.4438574,681.1380482,18.76827244
Rectangular PC,560,1113,7154,560,284,304,36,28200,430,1896,200000,1498,969,469,5,0.6224568,B,485.597448,375.1769085,671.0039008,7.282536653
Prestressed T-Beam,289,1121,5778,1424,242,309,36,28200,439,1685,200000,1950,496,782,3,0.922369,B,254.2184743,604.538716,873.2561752,12.19388636
Prestressed T-Beam,419,1141,8617,419,0,370,32,26587.21497,486,1743,200000,3488,523,389,6,0.4746189,B,360.0038047,798.0132906,1719.120131,21.92747054
Rectangular RC,391,923,4396,1465,0,327,27,24421.91639,415,1824,200000,1604,345,358,3,0.4570944,B,201.9337132,504.7928563,554.767349,7.206483037
Prestressed T-Beam,262,1162,9409,1270,216,341,29,25310.27459,455,1793,200000,1821,771,272,3,0.3413872,U,222.2589898,368.2146238,866.1328488,21.78471962
Prestressed T-Beam,272,464,4676,272,229,387,45,31528.55848,473,1702,200000,1339,114,912,5,1.0865568,U,45.83084997,206.4539646,241.3446847,16.46269692
Prestressed T-Beam,360,578,7331,360,181,189,32,26587.21497,435,1761,200000,4816,826,203,7,0.2502381,B,79.37430879,478.4052608,876.7972418,12.87725898
Rectangular RC,368,326,7313,693,0,253,26,23965.39171,494,1647,200000,4966,48,482,7,0.5556978,B,23.26571921,164.613764,300.955114,23.6040382
Prestressed T-Beam,288,369,8646,288,0,385,22,22044.95407,495,1833,200000,2278,772,776,8,0.9956856,U,21.45869713,110.4982156,238.8418931,5.588874662
Rectangular RC,375,517,4837,1161,0,182,43,30819.96106,484,1892,200000,523,380,920,2,1.218448,B,76.68198938,95.3006799,115.2423472,23.535546
Rectangular PC,468,664,6721,468,0,178,34,27405.47391,479,1621,200000,3911,861,488,5,0.5537336,B,140.3680478,604.5680228,1015.82542,22.56826128
Rectangular PC,272,1000,8525,272,0,182,43,30819.96106,455,1734,200000,3846,407,917,2,1.1130546,B,208.0893825,705.7109647,1504.046494,24.73695072
Rectangular PC,444,1144,6672,998,0,249,48,32562.55518,492,1774,200000,760,877,211,6,0.2620198,B,469.6803893,242.3708608,404.2745957,13.33455562
Rectangular PC,276,605,6022,276,253,294,26,23965.39171,447,1841,200000,4503,870,628,5,0.8093036,B,60.09706948,518.0872417,779.9803424,14.21377253
Rectangular PC,358,423,7684,358,0,223,49,32900,479,1616,200000,3275,930,487,1,0.5508944,B,52.3128753,259.5998952,498.6913987,19.1061493
Prestressed T-Beam,523,318,4671,523,0,214,24,23025.20358,457,1858,200000,1063,132,107,8,0.1391642,U,30.22792523,100.9787798,117.9179702,7.204999551
Rectangular PC,297,556,3916,297,0,271,27,24421.91639,414,1797,200000,1890,772,140,7,0.176106,B,55.65891092,356.5447995,349.0573587,9.871563258
Rectangular RC,580,595,8588,580,0,192,40,29725.41001,471,1675,200000,1659,199,978,1,1.146705,B,151.5090972,190.2294271,408.4225799,13.84000766
Rectangular RC,301,321,3917,1222,281,340,36,28200,414,1802,200000,3809,245,610,1,0.769454,U,21.7107387,294.5250585,288.4136636,19.35413206
Prestressed T-Beam,331,1179,4133,331,0,266,27,24421.91639,420,1832,200000,2271,482,121,1,0.1551704,U,278.9229666,981.9470593,1014.596799,14.92915587
Rectangular PC,301,749,9496,301,0,358,26,23965.39171,463,1874,200000,2540,566,707,4,0.9274426,B,100.453158,301.2401275,715.1440628,9.591354073
Rectangular PC,218,851,4836,791,0,383,26,23965.39171,484,1758,200000,3259,192,894,7,1.1001564,U,93.91805228,828.2086297,1001.304233,10.83544591
Rectangular PC,281,849,5138,281,186,369,21,21538.10577,406,1714,200000,2620,705,157,8,0.1883686,U,108.2874526,571.7870831,734.4605083,19.99340361
Prestressed T-Beam,596,347,7007,596,0,379,30,25742.9602,451,1857,200000,3043,518,745,9,0.9684255,U,45.85773775,195.3506953,342.2055805,21.11811431
Rectangular PC,478,994,4905,478,0,276,31,26168.49251,418,1836,200000,4690,14,258,8,0.3315816,B,306.7808892,1380.769611,1693.168735,13.7233419
Prestressed T-Beam,538,886,6989,538,0,249,47,32221.57662,485,1695,200000,4655,589,670,4,0.794955,B,337.7889496,1009.126875,1763.196932,8.866615212
Prestressed T-Beam,564,1020,6485,564,272,335,31,26168.49251,445,1727,200000,1958,972,871,3,1.0529519,B,381.1597944,504.2099487,817.4503793,16.49773662
Prestressed T-Beam,530,482,7797,530,153,386,38,28972.74581,437,1873,200000,4379,939,530,7,0.694883,B,88.55407155,366.7796689,714.9452696,13.00225428
Rectangular RC,328,734,5120,328,0,240,47,32221.57662,412,1859,200000,1978,156,202,6,0.2628626,U,141.3388919,414.0919768,530.0377303,17.77873085
Rectangular RC,543,406,5732,543,0,192,22,22044.95407,489,1677,200000,524,625,833,1,0.9778587,B,48.97901273,60.95352582,87.34640251,21.497681
Rectangular PC,509,487,5769,509,249,314,31,26168.49251,443,1889,200000,3256,513,270,5,0.357021,U,78.41575735,380.7692714,549.1644817,15.56091162
Rectangular PC,288,1075,4321,288,261,195,47,32221.57662,421,1775,200000,3376,697,472,6,0.58646,U,266.1982125,1264.048361,1365.488242,23.03756245
Prestressed T-Beam,412,385,6716,412,0,174,46,31876.95092,470,1726,200000,1413,326,452,4,0.5461064,U,48.32194209,123.3635724,207.127438,12.37421114
Prestressed T-Beam,342,1135,6354,342,0,247,45,31528.55848,434,1797,200000,3386,777,962,1,1.2100998,U,344.8028728,949.4614236,1508.219471,14.61598355
Rectangular RC,264,1142,4528,973,0,344,25,23500,402,1803,200000,4147,979,927,4,1.1699667,U,200.841256,1385.687424,1568.598164,16.41330132
Rectangular PC,275,755,8317,1229,0,242,25,23500,498,1644,200000,4957,472,572,4,0.6582576,U,91.44151042,583.2761888,1212.777016,19.3783375
Rectangular PC,398,436,8151,398,198,248,38,28972.74581,415,1763,200000,3906,310,349,2,0.4307009,B,54.41199363,254.9140146,519.4510333,15.57476153
Rectangular PC,342,1157,7743,342,253,384,46,31876.95092,444,1697,200000,4587,601,674,8,0.8006446,U,362.2584541,1081.938892,2094.36321,21.22215076
Rectangular RC,515,1197,3759,515,0,254,40,29725.41001,415,1842,200000,1575,425,860,9,1.108884,B,544.4679437,783.053298,735.8743368,18.93237165
Prestressed T-Beam,292,635,6412,677,0,328,28,24870.06232,465,1742,200000,3602,453,194,5,0.2365636,U,72.68689333,482.7251737,773.8084534,12.0007244
Prestressed T-Beam,504,906,4357,504,0,223,42,30459.48128,480,1736,200000,683,451,149,4,0.1810648,B,312.793966,254.1424978,276.8247157,17.79847561
Rectangular PC,423,1137,5190,423,0,266,28,24870.06232,437,1657,200000,3644,967,711,4,0.8246889,B,337.5880788,1233.946568,1601.045672,11.33406977
Prestressed T-Beam,490,1056,8865,904,0,187,37,28588.98389,423,1868,200000,3718,524,465,5,0.608034,B,387.7676441,675.9016668,1497.967069,19.3314987
Rectangular PC,301,768,6481,301,185,395,29,25310.27459,485,1768,200000,623,164,846,8,1.0470096,U,111.5410489,129.6339947,210.0394799,18.06915504
Rectangular RC,466,901,3948,466,0,315,29,25310.27459,449,1707,200000,4409,135,116,2,0.1386084,B,237.6737876,1529.017934,1509.140701,8.546487808
Rectangular PC,554,870,9187,554,0,150,20,21019.03899,486,1643,200000,2217,251,214,4,0.2461214,U,218.7812289,356.6743922,819.1919103,19.01070846
Rectangular PC,309,702,5079,309,269,203,37,28588.98389,482,1685,200000,1491,551,403,4,0.4753385,B,108.0638299,346.6808351,440.1979904,7.613986914
Prestressed T-Beam,529,839,4766,826,0,342,41,30094.68392,456,1885,200000,1966,860,505,1,0.6663475,B,278.1751377,573.4758917,683.2965249,6.838852706
Rectangular RC,464,371,3027,543,0,245,29,25310.27459,455,1676,200000,1329,602,419,5,0.4915708,B,40.1246806,233.3802889,176.6105336,17.85603653
Rectangular PC,202,1081,5470,202,0,171,26,23965.39171,485,1841,200000,1177,136,834,5,1.0747758,U,140.4223449,402.644689,550.6166122,11.668146
Rectangular PC,284,323,5538,284,218,338,27,24421.91639,480,1823,200000,4129,973,513,8,0.6546393,U,17.96189099,169.5775822,234.7801625,8.214697241
Prestressed T-Beam,481,923,3159,481,116,335,30,25742.9602,465,1762,200000,1109,636,887,5,1.0940258,U,261.852,554.6858903,438.0631819,24.74850443
Prestressed T-Beam,527,1111,5892,527,0,331,41,30094.68392,477,1721,200000,3174,443,625,9,0.7529375,U,485.9341836,1045.596492,1540.163633,22.39859073
Rectangular PC,503,784,8326,768,290,168,25,23500,491,1776,200000,3534,714,370,2,0.459984,U,180.3503147,542.1331485,1128.450149,8.53750246
Prestressed T-Beam,316,355,7113,316,0,376,38,28972.74581,476,1786,200000,1218,216,864,9,1.0801728,B,28.64061746,89.36526967,158.9137908,23.87216613
Rectangular RC,420,522,8222,524,282,347,28,24870.06232,480,1843,200000,590,86,398,6,0.5134598,B,70.65064022,62.73446038,128.9506833,17.1208483
Rectangular RC,353,931,6722,353,231,183,30,25742.9602,472,1820,200000,3186,905,412,7,0.524888,B,195.5156312,711.3772142,1195.469408,15.39790271
Rectangular PC,352,478,9815,352,0,356,21,21538.10577,461,1734,200000,736,966,502,4,0.6093276,B,42.99865724,55.10315623,135.2093696,12.13675731
Rectangular RC,211,1099,9375,1050,0,193,30,25742.9602,413,1634,200000,3743,844,536,7,0.6130768,U,162.8490604,595.4870861,1395.672858,11.427628
Prestressed T-Beam,332,733,6731,656,194,266,49,32900,465,1766,200000,4228,917,395,6,0.488299,U,145.6769575,711.9972834,1198.113429,7.059935153
Prestressed T-Beam,503,749,5471,503,0,383,24,23025.20358,459,1861,200000,982,744,194,4,0.2527238,U,161.2813058,222.2916168,304.0393588,8.628450728
Prestressed T-Beam,492,1092,7999,684,231,392,38,28972.74581,420,1819,200000,2189,999,328,4,0.4176424,B,421.9383182,464.6085611,929.10097,10.38189316
Rectangular RC,499,1183,7850,499,0,394,36,28200,434,1664,200000,2769,496,463,1,0.5393024,B,488.8415077,668.1698893,1311.283408,19.72468105
Prestressed T-Beam,427,791,4570,1428,0,258,37,28588.98389,429,1709,200000,2013,695,817,5,0.9773771,U,189.5957045,533.9036817,609.9849563,24.19929496
Rectangular PC,470,488,3836,470,139,216,41,30094.68392,480,1608,200000,3791,173,121,4,0.1361976,U,83.61346474,720.9509863,691.3919959,14.31060793
Prestressed T-Beam,242,877,7989,893,203,263,33,26999.44444,438,1781,200000,1755,401,321,4,0.4001907,U,124.7436112,295.5370447,590.2613626,12.42099269
Rectangular RC,542,1109,6938,542,211,329,29,25310.27459,424,1642,200000,2876,584,339,5,0.3896466,U,418.8014411,710.6784083,1232.671699,22.1820247
Prestressed T-Beam,525,719,5286,525,146,378,36,28200,443,1719,200000,3762,853,299,9,0.3597867,B,189.9831675,775.1209592,1024.322348,18.61498956
Rectangular RC,501,548,6405,501,0,171,30,25742.9602,458,1712,200000,1843,116,642,8,0.7693728,U,96.14047418,243.7866539,390.3633795,9.895989497
Prestressed T-Beam,563,887,9292,794,0,386,21,21538.10577,498,1853,200000,1166,630,371,7,0.4812241,B,236.8165618,201.3740004,467.791803,15.76343906
Prestressed T-Beam,578,948,5670,578,0,178,29,25310.27459,405,1830,200000,3708,314,153,3,0.195993,B,326.3550232,892.8851947,1265.664763,22.66948923
Prestressed T-Beam,220,463,8527,220,0,291,40,29725.41001,402,1735,200000,3527,316,970,5,1.178065,B,34.79857405,209.9918183,447.6500586,18.1997424
Rectangular RC,306,1044,7112,911,0,371,20,21019.03899,435,1767,200000,4430,494,507,7,0.6271083,B,174.0140085,873.8683701,1553.737962,12.45860056
Rectangular RC,535,554,9369,1471,0,211,49,32900,400,1778,200000,4762,495,632,2,0.7865872,B,134.0967157,373.0784645,873.8430334,13.56446153
Rectangular RC,502,775,7747,502,0,164,33,26999.44444,433,1853,200000,4758,435,427,2,0.5538617,U,202.0742063,690.7391536,1337.789056,22.97204104
Prestressed T-Beam,316,1105,8775,316,108,391,30,25742.9602,464,1646,200000,3968,264,649,5,0.7477778,U,246.5579757,787.4518075,1727.472403,19.16119359
Rectangular RC,323,716,7355,323,0,370,30,25742.9602,425,1741,200000,1345,233,425,9,0.5179475,U,105.8122584,195.4792044,359.4373871,15.20095358
Rectangular PC,598,469,8848,1074,0,291,29,25310.27459,417,1880,200000,4008,830,241,3,0.317156,B,82.64044707,271.8631995,601.3613974,18.56268868
Prestressed T-Beam,480,616,9817,480,0,264,39,29351.49059,435,1684,200000,1524,959,730,1,0.860524,B,132.7033098,146.5851848,359.7566899,18.70843727
Rectangular PC,491,473,4627,491,135,344,40,29725.41001,405,1692,200000,2725,13,769,7,0.9108036,U,81.05513975,369.6516059,427.5944952,16.34669896
Prestressed T-Beam,402,769,9143,808,0,299,24,23025.20358,474,1758,200000,4514,331,561,9,0.6903666,U,135.8723676,548.584714,1253.92751,17.55106482
Rectangular PC,250,644,9317,250,270,246,24,23025.20358,443,1651,200000,4052,231,362,6,0.4183634,U,59.26034205,320.2173744,745.8663194,12.06142336
Rectangular PC,470,744,4866,1317,177,236,33,26999.44444,439,1859,200000,3561,272,359,6,0.4671667,B,174.3602522,812.4306024,988.3218279,11.99329799
Rectangular PC,523,317,3204,523,0,274,45,31528.55848,429,1717,200000,1370,528,476,4,0.5721044,U,41.13137802,183.2970932,146.8209717,11.78315806
Prestressed T-Beam,476,369,9558,476,127,269,44,31176.27303,477,1645,200000,2791,306,694,8,0.799141,U,50.15714557,155.5051137,371.5794692,5.773605286
Rectangular RC,340,637,6579,340,0,156,44,31176.27303,473,1756,200000,1191,439,892,2,1.0964464,B,106.7654929,192.6100623,316.7954,21.56346801
Rectangular RC,474,927,8272,1357,0,233,24,23025.20358,430,1792,200000,4373,919,502,6,0.6297088,U,232.8038834,706.7538136,1461.566886,8.149603061
Prestressed T-Beam,489,891,6174,489,204,156,25,23500,457,1695,200000,1871,241,897,7,1.0642905,B,226.4545553,441.7091125,681.7780151,6.883886841
Rectangular PC,533,826,3791,692,0,166,43,30819.96106,454,1856,200000,4602,844,270,2,0.350784,U,278.2071717,1586.961781,1504.043028,13.45731674
Rectangular PC,580,987,7092,580,0,181,35,27805.57498,435,1786,200000,1639,624,449,5,0.5613398,B,389.9806966,367.4766922,651.5361753,14.58692833
Prestressed T-Beam,572,755,8236,572,0,274,47,32221.57662,478,1831,200000,2114,35,626,4,0.8023442,B,260.7868272,333.9138337,687.5285835,10.26346841
Rectangular RC,251,568,6747,974,0,228,42,30459.48128,429,1853,200000,3150,317,896,1,1.1622016,U,61.2268375,352.585369,594.7233711,24.1310286
Prestressed T-Beam,226,930,4105,673,0,354,34,27405.47391,447,1677,200000,2742,17,582,6,0.6832098,B,132.9721174,935.955901,960.5247434,8.332522887
Rectangular PC,356,1110,9661,356,0,333,25,23500,477,1779,200000,4413,500,772,9,0.9613716,U,255.8661,800.4035868,1933.174763,16.47502129
Rectangular PC,438,487,8953,438,266,211,39,29351.49059,486,1847,200000,4799,733,906,5,1.1713674,B,75.68522844,369.0693454,826.0694624,17.21321829
Rectangular RC,355,868,4090,1289,252,207,35,27805.57498,416,1845,200000,3517,891,907,4,1.1713905,U,184.6071915,1067.7692,1091.794007,18.10921046
Prestressed T-Beam,490,1010,4607,490,0,260,38,28972.74581,426,1729,200000,3332,566,122,2,0.1476566,B,359.4822204,1124.771713,1295.455821,20.87747936
Rectangular PC,335,828,4839,335,158,335,39,29351.49059,462,1620,200000,1404,361,609,8,0.690606,B,167.3341468,400.1513049,484.0830411,22.30088162
Prestressed T-Beam,343,733,8074,807,0,280,32,26587.21497,476,1884,200000,989,378,570,9,0.751716,B,121.6252786,152.8252259,308.4777184,10.83347586
Rectangular RC,305,587,6397,956,0,238,38,28972.74581,413,1675,200000,3053,635,417,6,0.4889325,B,75.58134738,370.9581779,593.254866,24.72053366
Rectangular RC,357,866,9733,830,0,390,32,26587.21497,425,1759,200000,4354,425,803,6,0.9887339,B,176.6956179,546.1940828,1329.026752,13.27848684
Rectangular RC,345,798,3066,345,121,373,27,24421.91639,442,1768,200000,4599,484,200,6,0.24752,B,133.1844586,1636.636319,1254.481738,20.68305046
Rectangular RC,201,740,7779,994,0,229,25,23500,474,1877,200000,4154,832,730,2,0.959147,U,64.2061,462.7035631,899.8427543,5.818673918
Rectangular PC,276,1080,4278,828,226,267,41,30094.68392,400,1739,200000,1403,781,397,5,0.4832681,U,240.4890524,523.853494,560.2613118,19.90779456
Prestressed T-Beam,331,602,7158,528,0,150,36,28200,423,1607,200000,3271,265,919,7,1.0337831,B,83.9690068,372.0590529,665.7996752,21.60908522
Rectangular PC,289,386,3813,289,119,397,24,23025.20358,419,1755,200000,4988,891,449,8,0.5515965,B,24.61075078,342.5768171,326.5613509,7.166859623
